"name","address","latitude","longitude","link","price","health_color","special_diet"
"Snappy Ramen","420 Highland Ave",42.396044,-71.121345,"/restaurants/snappy-ramen/","$$","yellow","  "
"Snappy Sushi","108 Newbury St",42.351315,-71.075702,"/restaurants/snappy-sushi/","$$","yellow","  "
"Society on High","99 High St",42.354541,-71.054717,"/restaurants/society-on-high/","$$$$$","yellow","  "
"Sofa Cafe","217 Newbury St",42.350155,-71.08138,"/restaurants/sofa-cafe/","$$","yellow","  "
"Sofra","1 Belmont St",42.374796,-71.150497,"/restaurants/sofra/","$","yellow","  "
"Sol Azteca","914 Beacon St",42.346335,-71.106355,"/restaurants/sol-azteca/","$$$","yellow","  "
"Sola Cafe","350 Massachusetts Ave",42.362468,-71.099644,"/restaurants/sola-cafe/","$","green","  "
"Solas Irish Pub","710 Boylston St",42.349409,-71.080119,"/restaurants/solas-irish-pub/","$$","yellow","  "
"Sonsie","327 Newbury St",42.348667,-71.086257,"/restaurants/sonsie/","$$$$$","yellow","  "
"Sorella's","388 Centre St",42.321997,-71.110196,"/restaurants/sorellas/","$$","green","  "
"Sorelle","1 Monument Ave",42.373797,-71.062895,"/restaurants/sorelle-2/","$","green","  "
"Sorelle","100 City Sq",42.371902,-71.06121,"/restaurants/sorelle/","$","green","  "
"Sorelle","282 Congress St",42.353067,-71.053251,"/restaurants/sorelle-3/","$","green","  "
"Sorellina","1 Huntington Ave",42.349197,-71.077095,"/restaurants/sorellina/","$$$$$","yellow","  "
"Soul Fire Barbecue","182 Harvard Ave",42.351006,-71.13134,"/restaurants/soul-fire-barbecue/","$$","yellow","  "
"SoulFire","737 Huntington Ave",42.334004,-71.105429,"/restaurants/soulfire/","$$","yellow","  "
"Souper Roll Up Cafe","726 Cambridge St",42.372197,-71.089134,"/restaurants/souper-roll-up-cafe/","$$","green","  "
"Souper Salad","364 Brookline Ave",42.338405,-71.107988,"/restaurants/souper-salad-3/","$$","green","  "
"Souper Salad","209 Berkeley St",42.350641,-71.072774,"/restaurants/souper-salad/","$$","green","  "
"South End Buttery","37 Clarendon St",42.345434,-71.072552,"/restaurants/south-end-buttery-2/","$$","yellow","  "
"South End Buttery","314 Shawmut Ave",42.342097,-71.070895,"/restaurants/south-end-buttery/","$$","yellow","  "
"South End Pita","473 Albany St",42.33923,-71.065495,"/restaurants/south-end-pita/","$","yellow","  "
"South End Pizza & Grill","772 Tremont St",42.339697,-71.079795,"/restaurants/south-end-house-of-pizza/","$$$","yellow","  "
"South Street Diner","178 Kneeland St",42.349626,-71.057764,"/restaurants/south-street-diner/","$$","green","  "
"Spa Cafe","776 Boylston St",42.348897,-71.081995,"/restaurants/spa-cafe/","$$$$$","green","  "
"Spice & Rice","1172 Cambridge St",42.373178,-71.09721,"/restaurants/spice-rice/","$$","yellow","  "
"Spice Thai Cuisine","24 Holyoke St",42.371996,-71.118697,"/restaurants/spice-thai-cuisine/","$$","red","  "
"Spike's Junkyard Dogs","108 Brighton Ave",42.352812,-71.130518,"/restaurants/spikes-junkyard-dogs-2/","$","green","  "
"Spirit of Boston","200 Seaport Blvd, Ste 75",42.349483,-71.040687,"/restaurants/spirit-of-boston/","$$$$$","green","  "
"Splash","150 Kneeland St",42.349804,-71.058677,"/restaurants/splash/","$$$","yellow","  "
"Spoke Wine Bar","89 Holland St",42.39905,-71.124278,"/restaurants/spoke-wine-bar/","$$$","yellow","  "
"Sportello","348 Congress St",42.352472,-71.052299,"/restaurants/sportello/","$$$$$","yellow","  "
"Sports Grill Boston","132 Canal St",42.364788,-71.060623,"/restaurants/sports-grill-boston/","$","yellow","  "
"Squeaky Beaker Cafe","675 W Kendall St",42.36464,-71.081961,"/restaurants/squeaky-beaker-cafe/","$$","green","  "
"Stadium","148 State St",42.359486,-71.054191,"/restaurants/stadium/","$$","yellow","  "
"State Park","1 Kendall Sq",42.367791,-71.089723,"/restaurants/state-park/","$$","yellow","  "
"Station 10 Cafe","1199 Tremont St",42.333407,-71.091512,"/restaurants/station-10-cafe/","$","green","  "
"Statler Lounge","64 Arlington St",42.350466,-71.070437,"/restaurants/statler-lounge/","$$$$","red","  "
"Stella","1525 Washington St",42.339599,-71.072397,"/restaurants/stella/","$$$$$","yellow","  "
"Stella Cafe","1515 Washington St",42.339706,-71.072218,"/restaurants/stella-cafe/","$$$","yellow","  "
"Stephanie's on Newbury","190 Newbury St",42.350311,-71.08007,"/restaurants/stephanies-on-newbury/","$$$$$","yellow","  "
"Stephi's in Southie","130 Dorchester Ave",42.342938,-71.05709,"/restaurants/stephis-in-southie/","$$$","yellow","  "
"Stephi's On Tremont","571 Tremont St",42.343464,-71.072559,"/restaurants/stephis-on-tremont/","$$$$","yellow","  "
"Sterling's","60 State St",42.358948,-71.05637,"/restaurants/sterlings/","$$$$","yellow","  "
"Steve's Greek Cuisine","1 Faneuil Hall Sq",42.361224,-71.054635,"/restaurants/steves-greek-cuisine-2/","$$","yellow","  "
"Steve's Kitchen","120 Harvard Ave",42.352455,-71.132174,"/restaurants/steves-kitchen/","$","green","  "
"Stoddard's Fine Food & Ale","48 Temple Pl",42.355081,-71.061752,"/restaurants/stoddards-fine-food-ale/","$$$$","green","  "
"Stoked","Location Varies",42.349292,-71.075012,"/restaurants/stoked/","$$","yellow","  "
"Stone Hearth Pizza","182 Western Ave",42.362931,-71.129494,"/restaurants/stone-hearth-pizza-2/","$$","yellow","  "
"Stone Hearth Pizza","1782 Massachusetts Ave",42.385578,-71.11937,"/restaurants/stone-hearth-pizza/","$$","yellow","  "
"Storyville","90 Exeter St",42.348376,-71.078948,"/restaurants/storyville/","$$$","yellow","  "
"Strega Waterfront","1 Marina Park Dr",42.352998,-71.044856,"/restaurants/strega-waterfront/","$$$$$","red","  "
"Study","73 Ames St",42.289564,-71.0848,"/restaurants/study/","$$$$","yellow","  "
"Stuffed Sandwiches","Location Varies",42.339523,-71.0879,"/restaurants/stuffed-sandwiches/","$$","green","  "
"Style Cafe","197 8th St",42.374212,-71.052113,"/restaurants/style-cafe/","$","green","  "
"Sub City","42 Beach St",42.351303,-71.061458,"/restaurants/sub-city/","$","yellow","  "
"Subs Express","1923 Massachusetts Ave",42.389196,-71.119797,"/restaurants/subs-express/","$","red","  "
"Sugar & Spice","1933 Massachusetts Ave",42.389396,-71.119897,"/restaurants/sugar-spice/","$$$","red","  "
"Suishaya","2 Tyler St",42.351197,-71.060795,"/restaurants/suishaya/","$$$","red","  "
"Sultan's Kitchen Express","116 State St",42.359206,-71.054885,"/restaurants/sultans-kitchen-express/","$$","yellow","  "
"Summer Shack","149 Alewife Brook Pkwy",42.395042,-71.140671,"/restaurants/summer-shack/","$$","yellow","  "
"Sunrise Chinese Food","1031 Tremont St",42.33653,-71.085533,"/restaurants/sunrise-chinese-food/","$$","red","  "
"Sunset Cafe","851 Cambridge St",42.372478,-71.091202,"/restaurants/sunset-cafe/","$$$","red","  "
"Sunset Cantina","916 Commonwealth Ave",42.351599,-71.116948,"/restaurants/sunset-cantina/","$$$","yellow","  "
"Sunset Grill & Tap","130 Brighton Ave",42.35294,-71.131644,"/restaurants/sunset-grill-tap/","$$$","yellow","  gluten-free"
"Super Fry","1041 Tremont St",42.336576,-71.08577,"/restaurants/super-fry/","$","yellow","  "
"Super Fusion","690A Washington St",42.338626,-71.134157,"/restaurants/super-fusion/","$$$","red","  "
"Super Fusion","1759 Massachusetts Ave",42.385219,-71.119144,"/restaurants/super-fusion-2/","$$$","yellow","  "
"Supreme Pizza","177B Massachusetts Ave",42.345843,-71.08725,"/restaurants/supreme-pizza/","$","red","  "
"Susan's Deli Of Course","695 Atlantic Ave",42.35124,-71.056366,"/restaurants/susans-deli-of-course/","$","green","  "
"Sushi Express","1038 Beacon St",42.345689,-71.108628,"/restaurants/sushi-express/","$$","red","  "
"Sushi Station","1562 Tremont St",42.332947,-71.101629,"/restaurants/sushi-station/","$$","red","  "
"Sushi Teq","510 Atlantic Ave",42.354168,-71.052339,"/restaurants/sushi-teq/","$$$$","yellow","  "
"Sushiemon","201 Massachusetts Ave",42.345123,-71.087012,"/restaurants/sushiemon/","$$$","green"," vegetarian-friendly "
"Sweet","11 School St",42.357581,-71.058726,"/restaurants/sweet-4/","$","red","  "
"Sweet","49 Massachusetts Ave",42.349778,-71.089143,"/restaurants/sweet/","$","red","  "
"Sweet","0 Brattle St",42.373297,-71.119498,"/restaurants/sweet-2/","$","red","  "
"Sweet","225 Newbury St",42.349854,-71.081414,"/restaurants/sweet-3/","$","red","  "
"Sweet Caroline's","1260 Boylston St",42.345065,-71.095871,"/restaurants/sweet-carolines/","$$$","red","  "
"Sweet Cheeks","1381 Boylston St",42.343904,-71.10064,"/restaurants/sweet-cheeks/","$$$$","yellow","  "
"Sweet N Nasty","90A Massachusetts Ave",42.348639,-71.0882,"/restaurants/sweet-n-nasty/","$$","red","  "
"Sweet Pepper","559 Washington St",42.349859,-71.164337,"/restaurants/sweet-pepper/","$$","red","  "
"Sweet Tomatoes Pizza Truck","Location Varies",42.353068,-71.076519,"/restaurants/sweet-tomatoes-pizza-truck/","$","yellow","  "
"Sweet Touch","241 Cambridge St",42.371109,-71.080292,"/restaurants/sweet-touch/","$","green","  "
"Sweetgreen","372 Congress St",42.355255,-71.055297,"/restaurants/sweetgreen-2/","$$","green","vegan vegetarian-friendly "
"Sweetgreen","659 Boylston St",42.349924,-71.078594,"/restaurants/sweetgreen/","$$","green","vegan vegetarian-friendly "
"Sweetwater Tavern","3 Boylston Pl",42.351796,-71.065993,"/restaurants/sweet-water-cafe/","$$","green","  "
"Swish Shabu","84\u002D86 Peterborough St",42.343146,-71.09887,"/restaurants/swish-shabu/","$$$","red","  "
"Swissbakers Bakery and Cafe","168 Western Ave",42.362916,-71.127984,"/restaurants/swissbakers-bakery-and-cafe/","$$","green","  "
"Symphony Sushi","45 Gainsborough St",42.341489,-71.086818,"/restaurants/symphony-sushi/","$$$","red","  "
"T's Pub","973 Commonwealth Ave",42.351576,-71.119842,"/restaurants/ts-pub/","$","yellow","  "
"T. Anthony's Pizzeria & Restaurant","1016 Commonwealth Ave",42.351779,-71.121562,"/restaurants/t-anthony-pizza/","$$","yellow","  "
"T.G.I. Friday's","1626 Tremont St",42.333595,-71.103178,"/restaurants/tgi-fridays-2/","$$$","yellow","  "
"T.W. Food","377 Walden St",42.383571,-71.134347,"/restaurants/tw-food/","$$$$$","yellow","  "
"Taam China Restaurant","423 Harvard St",42.345497,-71.127497,"/restaurants/taam-china-restaurant/","$$$","red","  "
"Taberna De Haro","999 Beacon St",42.346097,-71.106996,"/restaurants/taberna-de-haro/","$$$$","yellow","  "
"Taco Mex","65\u002D67 Maverick Sq",42.369752,-71.039252,"/restaurants/taco-mex/","$","red","  "
"Taco Party","Location Varies",42.353068,-71.076519,"/restaurants/taco-party/","$","green","vegan vegetarian-friendly "
"Tacomania","244 Meridian St",42.376348,-71.039183,"/restaurants/tacomania/","$$","yellow","  "
"Taipei Tokyo","7 Holland St",42.396963,-71.123114,"/restaurants/taipei-tokyo/","$$","red","  "
"Taiwan Cafe","34 Oxford St",42.351936,-71.0607,"/restaurants/taiwan-cafe/","$$","yellow","  "
"Takemura","18 Eliot St",42.372272,-71.122175,"/restaurants/takemura/","$$$","red","  "
"Takusan Sushi","1223 Beacon St",42.343132,-71.116893,"/restaurants/takusan-sushi/","$$$$","red","  "
"Tamo Bar","1 Seaport Ln",42.349843,-71.041602,"/restaurants/tamo-bar/","$$$","red","  "
"Tampopo","1815 Massachusetts Ave",42.386196,-71.119297,"/restaurants/tampopo/","$$","red","  "
"Tangierino","73 Main St",42.373826,-71.062765,"/restaurants/tangierino/","$$$","red","  "
"Tanjore","18 Eliot St",42.372272,-71.122175,"/restaurants/tanjore/","$$$","yellow","  "
"Tantric Bar & Grill","123 Stuart St",42.351014,-71.066108,"/restaurants/tantric-bar-grill/","$$$","yellow","  gluten-free"
"Tapeo","266 Newbury St",42.349369,-71.083543,"/restaurants/tapeo/","$$$$","red","  "
"Taqueria El Carrizal","254 Brighton Ave",42.3532,-71.1365,"/restaurants/el-taqueria-carrizal/","$$","red","  "
"Taqueria Jalisco","291 Bennington St",42.378852,-71.028266,"/restaurants/taqueria-jalisco/","$$","red","  "
"Taranta Cucina Meridonale","210 Hanover St",42.363011,-71.0557,"/restaurants/taranta-cucina-meridonale/","$$$$","yellow","  "
"Tasca Spanish Tapas","1612 Commonwealth Ave",42.343444,-71.143044,"/restaurants/tasca-spanish-tapas/","$$$","yellow","  "
"Taste Of The Town","125 Summer St",42.353235,-71.057458,"/restaurants/taste-of-the-town-3/","$","green","  "
"Tasty Burger","1301 Boylston St",42.344466,-71.098173,"/restaurants/tasty-burger/","$","yellow","  "
"Tasty Burger","40 JFK St",42.372565,-71.120042,"/restaurants/tasty-burger-2/","$","yellow","  "
"Tatte Bakery & Cafe","318 3rd St",42.364724,-71.082947,"/restaurants/tatte-bakery-cafe/","$$$","yellow","  "
"Tatte Bakery & Cafe","101 Main St",42.362239,-71.081631,"/restaurants/tatte-bakery-cafe-2/","$$$","yellow","  "
"Tatte Bakery & Cafe","205 Broadway St",42.36627,-71.093136,"/restaurants/tatte-bakery-cafe-1/","$$$","yellow","  "
"Tatte Fine Cookies & Cakes","1003 Beacon St",42.346076,-71.107082,"/restaurants/tatte-fine-cookies-cakes/","$","yellow","  "
"Tavern At The End of the World","108 Cambridge St",42.382556,-71.078687,"/restaurants/tavern-at-the-end-of-the-world/","$$","green","  "
"Tavern in the Square","640 Atlantic Ave",42.352492,-71.055486,"/restaurants/tavern-in-the-square-5/","$$$","green","  "
"Tavern in the Square","161 Brighton Ave",42.353135,-71.132682,"/restaurants/tavern-in-the-square-4/","$$$","yellow","  "
"Tavern in the Square","730 Massachusetts Ave",42.366243,-71.105327,"/restaurants/tavern-in-the-square-3/","$$$","yellow","  "
"Tavern in the Square","120 Beverly St",42.365774,-71.060008,"/restaurants/tavern-in-the-square-6/","$$","yellow","  "
"Tavern in the Square","1815 Massachusetts Ave",42.386196,-71.119297,"/restaurants/tavern-in-the-square/","$$$","yellow","  "
"Tavern Road","343 Congress St",42.350552,-71.049426,"/restaurants/tavern-road/","$$$","yellow","  "
"Tea Station","Location Varies",42.345688,-71.082243,"/restaurants/tea-station/","$","red","  "
"Tea-Do","8 Tyler St",42.351097,-71.060505,"/restaurants/tea-do/","$","red","  "
"Tealosophy","3 N Beacon St",42.353769,-71.137503,"/restaurants/tealosophy/","$","yellow","  "
"Tealuxe","1 Brattle St",42.373297,-71.119498,"/restaurants/tealuxe-2/","$","yellow","  "
"Teatro","177 Tremont St",42.353057,-71.064261,"/restaurants/teatro/","$$$$","red","  "
"Technique","215 1st St",42.36427,-71.078705,"/restaurants/technique/","$$$","yellow","  "
"Temazcal Tequila Cantina","250 Northern Ave",42.348803,-71.039057,"/restaurants/temazcal-tequila-cantina/","$$$$","red","  "
"Temple Bar","1688 Massachusetts Ave",42.382196,-71.119697,"/restaurants/temple-bar/","$$$$","yellow","  "
"Temptations Cafe","1350 Beacon St",42.3419,-71.122621,"/restaurants/temptations-cafe-2/","$$","green","  "
"Temptations Cafe","1038 Beacon St",42.345689,-71.108628,"/restaurants/temptations-cafe/","$$","green","  "
"Temptations Cafe","313 Huntington Ave",42.341001,-71.087574,"/restaurants/temptations-cafe-3/","$$","green","  "
"Ten Tables","5 Craigie Circle",42.37872,-71.127305,"/restaurants/ten-tables-2/","$$$$","green","  "
"Ten Tables","597 Centre St",42.31503,-71.114196,"/restaurants/ten-tables/","$$$$","yellow","  "
"Tenoch","3 Lewis St",42.437774,-71.451111,"/restaurants/tenoch/","$","yellow","  "
"Teranga","1746 Washington St",42.336517,-71.077131,"/restaurants/teranga/","$$$","yellow","  "
"Teri-Yummy","Location Varies",42.31415,-71.102583,"/restaurants/teri-yummy/","$$","red","  "
"Teriyaki Cafe","3 Cambridge Center",42.364714,-71.088504,"/restaurants/teriyaki-cafe/","$","green","  "
"Teriyaki House","1110 Boylston St",42.348897,-71.081995,"/restaurants/teriyaki-house/","$$","red","  "
"Terramia Ristorante","98 Salem St",42.364197,-71.055795,"/restaurants/terramia-ristorante/","$$$$","red","  "
"Thai Accent Downtown Crossing","417 Washington St",42.355691,-71.060291,"/restaurants/thai-accent-downtown-crossing/","$","yellow","  "
"Thai Basil","132 Newbury St",42.351078,-71.077278,"/restaurants/thai-basil/","$$$","yellow","  "
"Thai Dish","636 Beacon St",42.349424,-71.083351,"/restaurants/thai-dish/","$$","yellow","  "
"Thai Hut","93 Beacon St",42.377327,-71.104886,"/restaurants/thai-hut/","$$","green"," vegetarian-friendly "
"Thai Place","184 Brighton Ave",42.35316,-71.133822,"/restaurants/thai-place/","$$","yellow","  "
"Thaitation","129 Jersey St",42.34254,-71.097153,"/restaurants/thaitation/","$$$","yellow","  "
"The Abbey","1755 Massachusetts Ave",42.385078,-71.119284,"/restaurants/the-abbey/","$$$$","yellow","  gluten-free"
"The Alley Bar at Rowes Wharf","70 Rowes Wharf",42.356188,-71.05037,"/restaurants/the-alley-bar-at-rowes-wharf/","$$$","yellow","  "
"The Asgard","350 Massachusetts Ave",42.362787,-71.099416,"/restaurants/the-asgard/","$$$","red","  "
"The Avenue","1249 Commonwealth Ave",42.350889,-71.13186,"/restaurants/the-avenue/","$","green","  "
"The Bacon Truck","Location Varies",42.342598,-71.065443,"/restaurants/the-bacon-truck/","$","green","  "
"The Bell In Hand","44\u002D55 Union St",42.361297,-71.057595,"/restaurants/the-bell-in-hand/","$$","yellow","  "
"The Best Little Restaurant","13A Hudson St",42.350779,-71.060332,"/restaurants/the-best-little-restaurant/","$","red","  "
"The Best Sausage Co.","80 Brookline Ave",42.346429,-71.098965,"/restaurants/the-best-sausage-co/","$$","red","  "
"The Black Sheep","350 Main St",42.362516,-71.087609,"/restaurants/the-black-sheep/","$$$","yellow","  "
"The Bleacher Bar","82A Lansdowne St",42.347097,-71.098196,"/restaurants/the-bleacher-bar/","$$$","green","  "
"The Blue Frog Bakery","3 Green St",42.31307,-71.113698,"/restaurants/the-blue-frog-bakery/","$","yellow","  "
"The Blue Room","1 Kendall Sq",42.365422,-71.090951,"/restaurants/the-blue-room/","$$$$","yellow","  "
"The Boathouse","49 Mt Auburn St",42.371348,-71.116817,"/restaurants/the-boathouse/","$$","yellow","  "
"The Boyne","458 Western Ave",42.361987,-71.142234,"/restaurants/the-boyne/","$$","yellow","  "
"The Brahmin","33 Stanhope St",42.348208,-71.073446,"/restaurants/the-brahmin/","$$$","yellow","  "
"The Breakfast Club","270 Western Ave",42.363415,-71.13352,"/restaurants/breakfast-club/","$$","green","  "
"The Brighton Cafe","1597 Commonwealth Ave",42.343833,-71.143305,"/restaurants/the-brighton-cafe/","$","green","  "
"The Burren","247 Elm St",42.394976,-71.121637,"/restaurants/the-burren/","$$","yellow","  "
"The Butcher Shop","552 Tremont St",42.343997,-71.071695,"/restaurants/the-butcher-shop/","$$$$","green","  "
"The Cafe","25 New Chardon St",42.362579,-71.062106,"/restaurants/the-cafe/","$","green","  "
"The Cafe at Taj Boston","15 Arlington St",42.352555,-71.071301,"/restaurants/the-cafe-2/","$$$$$","yellow","  "
"The Capital Grille","900 Boylston St",42.348226,-71.084267,"/restaurants/the-capital-grille-2/","$$$$$","red","  gluten-free"
"The Capital Grille","250 Boylston St",42.326237,-71.142633,"/restaurants/the-capital-grille/","$$$$$","yellow","  gluten-free"
"The Cheese Shop","20 Fleet St",42.364667,-71.052939,"/restaurants/the-cheese-shop/","$$$","green","  "
"The Cheesecake Factory","100 Cambridgeside Pl",42.367297,-71.077996,"/restaurants/the-cheesecake-factory/","$$$","red","  "
"The Cheesecake Factory","199 Boylston St",42.321392,-71.176333,"/restaurants/the-cheesecake-factory-4/","$$$","yellow","  "
"The Cheesecake Factory","115 Huntington Ave",42.346211,-71.080812,"/restaurants/the-cheesecake-factory-3/","$$$","red","  "
"The Chubby Chickpea","Location Varies",42.359733,-71.059321,"/restaurants/the-chubby-chickpea/","$$","yellow","  "
"The Coffee Trike","Location Varies",42.364756,-71.103259,"/restaurants/the-coffee-trike/","$","red","  "
"The Cookie Monstah","Location Varies",42.357989,-71.052112,"/restaurants/the-cookie-monstah/","$","yellow","  "
"The Coop Cafe","1400 Massachusetts Ave",42.373714,-71.119662,"/restaurants/the-coop-cafe/","$","red","  "
"The Corner Cafe","87 1/2 Prince St",42.365552,-71.056138,"/restaurants/the-corner-cafe/","$","red","  "
"The Corner Pub","162 Lincoln St",42.350797,-71.058795,"/restaurants/the-corner-pub/","$","yellow","  "
"The Corner Tavern","421 Marlborough St",42.350065,-71.089417,"/restaurants/the-corner-tavern/","$$$","green","  "
"The Cornerstone","16 W Broadway",42.342576,-71.056665,"/restaurants/the-cornerstone/","$$$","yellow","  "
"The Cottage","47 Boylston St",42.326237,-71.142633,"/restaurants/the-cottage/","$$$$$","yellow","  "
"The Courtyard Restaurant","700 Boylston St",42.349497,-71.079795,"/restaurants/the-courtyard-restaurant/","$$$","yellow","  "
"The Crimson Lounge","96 Winthrop St",42.372164,-71.12076,"/restaurants/the-crimson-lounge/","$$$","red","  "
"The Crossing","1592 Tremont St",42.333421,-71.103071,"/restaurants/the-crossing/","$$","yellow","  "
"The Cupcakory","Location Varies",42.349171,-71.10066,"/restaurants/the-cupcakory/","$","yellow","  "
"The Daily Catch","323 Hanover St",42.364287,-71.054362,"/restaurants/the-daily-catch/","$$$$","green","  "
"The Daily Catch","441 Harvard St",42.346156,-71.127759,"/restaurants/the-daily-catch-3/","$$$$","green","  "
"The Daily Catch","2 Northern Blvd",42.355297,-71.051395,"/restaurants/the-daily-catch-2/","$$$$","green","  "
"The Daily Squeeze","359 W Broadway",42.337869,-71.049678,"/restaurants/the-daily-squeeze/","$$$$$","green","  "
"The Dining Car","Location Varies",42.349182,-71.100748,"/restaurants/the-dining-car/","$","green","  "
"The Draft","34 Harvard Ave",42.354711,-71.132968,"/restaurants/the-draft/","$","yellow","  "
"The Druid","1357 Cambridge St",42.373676,-71.100546,"/restaurants/the-druid/","$$$","red","  "
"The Field Pub","20 Prospect St",42.366252,-71.103623,"/restaurants/the-field-pub/","$","yellow","  "
"The Fireplace","1634 Beacon St",42.339297,-71.135297,"/restaurants/the-fireplace/","$$$$","green","  gluten-free"
"The Five Seventy Market","570 Tremont St",42.343508,-71.072469,"/restaurants/the-five-seventy-market/","$$","green","  "
"The Friendly Toast","1 Kendall Sq",42.367088,-71.089699,"/restaurants/the-friendly-toast/","$$","yellow","  "
"The Gallows","1395 Washington St",42.341176,-71.070014,"/restaurants/the-gallows/","$$$","green","  "
"The Ginger Exchange","250 Huntington Ave",42.342302,-71.085167,"/restaurants/the-ginger-exchange-2/","$$$","green"," vegetarian-friendly gluten-free"
"The Ginger Exchange","1287 Cambridge St",42.373559,-71.099209,"/restaurants/the-ginger-exchange/","$$$","red","  "
"The Glenville Stops","87 Glenville Ave",42.349564,-71.13493,"/restaurants/the-glenville-stops/","$$$$","yellow","  "
"The Goods JP","378 Centre St",42.321992,-71.109281,"/restaurants/the-goods-jp/","$$","green"," vegetarian-friendly "
"The Greatest Bar","262 Friend St",42.364684,-71.061334,"/restaurants/the-greatest-bar/","$$","red","  "
"The Half Shell Pizza","1760 A Massachusetts Ave",42.385064,-71.119358,"/restaurants/the-half-shell-pizza/","$$","yellow","  "
"The Harp","85 Causeway Street",42.364851,-71.062613,"/restaurants/the-harp/","$$$","red","  "
"The Haven","2 Perkins St",42.321861,-71.110377,"/restaurants/the-haven/","$$$","yellow","  "
"The Hill Tavern","228 Cambridge St",42.361287,-71.066936,"/restaurants/the-hill-tavern/","$$","yellow","  "
"The Hungry I","71Â½ Charles St",42.358128,-71.070737,"/restaurants/the-hungry-i/","$$$$$","yellow","  "
"The Joshua Tree","256 Elm St",42.395574,-71.122153,"/restaurants/the-joshua-tree/","$$","green","  gluten-free"
"The Juice Bar","40\u002D44 Harrison Ave",42.351603,-71.060945,"/restaurants/the-juice-bar/","$","yellow","  "
"The Just Crust Pizzeria","49 Brattle Street",42.374291,-71.121481,"/restaurants/the-just-crust-pizzeria/","$$","yellow","  "
"The Kebab Factory","414 Washington St",42.378145,-71.106579,"/restaurants/the-kebab-factory/","$$$","green"," vegetarian-friendly "
"The Kinsale","2 Center Plz",42.3598,-71.0603,"/restaurants/the-kinsale/","$$$","red","  "
"The Kirkland Tap & Trotter","425 Washington St",42.37821,-71.106824,"/restaurants/the-kirkland-tap-trotter/","$$$$","yellow","  "
"The Lansdowne","9 Lansdowne St",42.347097,-71.095039,"/restaurants/the-lansdowne/","$$$$","yellow","  "
"The Last Hurrah","60 School St",42.357981,-71.060173,"/restaurants/the-last-hurrah/","$$$","yellow","  "
"The Littlest Bar","102 Broad St",42.357389,-71.052475,"/restaurants/the-littlest-bar/","$$$","yellow","  "
"The Living Room","101 Atlantic Ave",42.361725,-71.052331,"/restaurants/the-living-room/","$$$$$","green","  "
"The Maharaja","57 JFK St",42.37162,-71.120958,"/restaurants/the-maharaja/","$$$","green","  "
"The Melting Pot","76 Arlington St",42.350265,-71.070376,"/restaurants/the-melting-pot/","$$$$$","yellow","  "
"The Merchant","60 Franklin St",42.355438,-71.058035,"/restaurants/the-merchant/","$$$$","yellow","  "
"The Middle East","474 Massachusetts Ave",42.363997,-71.101396,"/restaurants/the-middle-east/","$$$","yellow","  "
"The Milky Way","141 Cypress St",42.329749,-71.126247,"/restaurants/the-milky-way/","$$","yellow","  "
"The Mission","724 Huntington Ave",42.334097,-71.104996,"/restaurants/the-mission/","$$$","green","  "
"The North Star","222 Friend St",42.364304,-71.060895,"/restaurants/the-north-star/","$$$","yellow","  "
"The Painted Burro","219 Elm St",42.394374,-71.121203,"/restaurants/the-painted-burro/","$$$$","yellow","  "
"The Palm (CLOSED)","1 International Pl",42.356072,-71.052729,"/restaurants/the-palm-2/","$$$$$","red","  "
"The Paramount","44 Charles St",42.357282,-71.070341,"/restaurants/the-paramount/","$$$","yellow","  "
"The Patisserie on Newbury","259 Newbury St",42.349475,-71.083064,"/restaurants/the-patisserie-on-newbury/","$","green","  "
"The Place","2 Broad St",42.359245,-71.054709,"/restaurants/the-place/","$$","yellow","  "
"The Plough & Stars","912 Massachusetts Ave",42.368237,-71.108484,"/restaurants/the-plough-stars/","$$","green"," vegetarian-friendly "
"The Point","147 Hanover St",42.362067,-71.057222,"/restaurants/the-point/","$$","yellow","  "
"The Pour House","907 Boylston St",42.347989,-71.085449,"/restaurants/the-pour-house/","$","yellow","  "
"The Publick House","1648 Beacon St",42.339236,-71.13554,"/restaurants/the-publick-house/","$$$","yellow","  "
"The Q Restaurant","660 Washington St",42.351786,-71.062994,"/restaurants/the-q-restaurant/","$$","yellow","  "
"The Real Deal","736 Centre St",42.310861,-71.114678,"/restaurants/the-real-deal/","$","green","  "
"The Real Deal Deli","1936 Beacon St",42.341874,-71.122621,"/restaurants/the-real-deal-deli/","$$","green","  "
"The Red House","98 Winthrop St",42.372172,-71.12078,"/restaurants/the-red-house/","$$$$","yellow","  "
"The Reef","1 Central Wharf",42.358895,-71.050826,"/restaurants/the-reef/","$$","green","  "
"The Regal Beagle","308 Harvard St",42.342438,-71.121907,"/restaurants/the-regal-beagle/","$$$$","yellow","  "
"The Reserve","250 Franklin St",42.356309,-71.05463,"/restaurants/the-reserve/","$$$","yellow","  "
"The Robinwood","536 Centre St",42.31692,-71.113556,"/restaurants/the-robinwood/","$$","yellow","  "
"The Salty Pig","130 Dartmouth St",42.34654,-71.075728,"/restaurants/the-salty-pig/","$$$","green","  "
"The Sevens","77 Charles St",42.358338,-71.070834,"/restaurants/the-sevens/","$$","yellow","  "
"The Shawarma Place","201 Elm St",42.393768,-71.120495,"/restaurants/the-shawarma-place/","$$","green"," vegetarian-friendly "
